,ID,Investigation_Type,Accident_NO,Date,Country,Injury_Severity,Damage,Reg_Number,Make,Model,Amateur_Built,No_of_Engines,Engine_Type,Schedule,Purpose_of_flight,Major_Injuries,Minor_Injuries,Uninjured,Weather_Condition,Report_Status,Publication_Date,Total_Injuries,Year,Month,State_Abbr,Location_Name,US_State,Abbreviation
1837,20001214X36997,Accident,BFO85FA061,1985-07-23,United States,Non-Fatal,Substantial,N24787,Cessna,152,No,1.0,Reciprocating,,Instructional,1.0,0.0,0.0,VMC,Probable Cause,,1.0,1985,7,MD,MECHANICSVILLE,Maryland,MD
1838,20001214X37202,Accident,MIA85LA218,1985-07-25,United States,Non-Fatal,Destroyed,N8151X,Cessna,172,No,1.0,Reciprocating,,Positioning,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,7,FL,LAWTEY,Florida,FL
1839,20001214X37310,Accident,SEA85LA177,1985-07-25,United States,Non-Fatal,Substantial,N734WW,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,7,OR,MITCHELL,Oregon,OR
1840,20001214X37077,Accident,CHI85LA329,1985-07-27,United States,Non-Fatal,Substantial,N67455,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,7,IL,ROCKFORD,Illinois,IL
1841,20001214X37076,Accident,CHI85LA328,1985-07-27,United States,Non-Fatal,Substantial,N7183R,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,1.0,2.0,VMC,Probable Cause,,1.0,1985,7,WI,LAKEWOOD,Wisconsin,WI
1842,20001214X36949,Accident,ANC85FA138,1985-07-29,United States,Fatal(4),Destroyed,N12904,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,,0.0,1985,7,AK,RED DEVIL,Alaska,AK
1843,20001214X37239,Accident,MKC85LA174,1985-07-29,United States,Non-Fatal,Substantial,N3161C,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,4.0,VMC,Probable Cause,,0.0,1985,7,IA,AMES,Iowa,IA
1844,20001214X37069,Accident,CHI85LA320,1985-07-29,United States,Non-Fatal,Substantial,N4542F,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,7,WI,FRANKLIN,Wisconsin,WI
1845,20001214X37477,Accident,FTW85LA303,1985-08-01,United States,Non-Fatal,Destroyed,N187AR,Cessna,150M,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,OK,HORNTOWN,Oklahoma,OK
1846,20001214X37623,Accident,NYC85LA210,1985-08-01,United States,Non-Fatal,Substantial,N52503,Cessna,172P,No,1.0,Reciprocating,,Personal,2.0,0.0,0.0,VMC,Probable Cause,,2.0,1985,8,NY,STORMVILLE,New York,NY
1847,20001214X37491,Accident,FTW85LA321,1985-08-02,United States,Non-Fatal,Substantial,N93980,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,UNK,Probable Cause,,0.0,1985,8,TX,KATY,Texas,TX
1848,20001214X37399,Accident,CHI85FAMS3,1985-08-03,United States,Fatal(1),Destroyed,N5913A,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,UNK,Probable Cause,,0.0,1985,8,Unknown,Unknown,,
1849,20001214X37359,Accident,ATL85LA231,1985-08-03,United States,Non-Fatal,Destroyed,N67998,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,SC,HILTON HEAD IS.,South Carolina,SC
1850,20001214X37584,Accident,MKC85LA176,1985-08-03,United States,Non-Fatal,Substantial,N54666,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,MO,CAPE GIRARDEAU,Missouri,MO
1851,20001214X37479,Accident,FTW85LA305,1985-08-05,United States,Non-Fatal,Destroyed,N47300,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,,2.0,1985,8,OK,SAND SPRINGS,Oklahoma,OK
1852,20001214X37365,Accident,ATL85LA239,1985-08-05,United States,Non-Fatal,Substantial,N733NU,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,NC,WILMINGTON,North Carolina,NC
1853,20001214X37326,Accident,ANC85LA147,1985-08-05,United States,Non-Fatal,Substantial,N61684,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,AK,CHICKALOON FLAT,Alaska,AK
1854,20001214X37325,Accident,ANC85LA145,1985-08-05,United States,Non-Fatal,Substantial,N704JN,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,8,AK,EUREKA,Alaska,AK
1855,20001214X37619,Accident,NYC85LA203,1985-08-06,United States,Non-Fatal,Substantial,N757PX,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,PA,ALLENTOWN,Pennsylvania,PA
1856,20001214X37366,Accident,ATL85LA240,1985-08-07,United States,Non-Fatal,Substantial,N48005,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,NC,LEXINGTON,North Carolina,NC
1857,20001214X37462,Accident,DEN85LTE06,1985-08-08,United States,Non-Fatal,Destroyed,N5163E,Cessna,180,No,1.0,Reciprocating,,Aerial Observation,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,WY,MULE CREEK JCT,Wyoming,WY
1858,20001214X37421,Accident,CHI85LA347,1985-08-08,United States,Non-Fatal,Substantial,N4753D,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,OH,N. PHILADELPHIA,Ohio,OH
1859,20001214X37417,Accident,CHI85LA342,1985-08-08,United States,Non-Fatal,Substantial,N65619,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,IL,LANSING,Illinois,IL
1860,20001214X37367,Accident,ATL85LA241,1985-08-08,United States,Non-Fatal,Substantial,N61769,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,GA,PEACHTREE CITY,Georgia,GA
1861,20001214X37482,Accident,FTW85LA311,1985-08-09,United States,Non-Fatal,Destroyed,N1518V,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,2.0,2.0,VMC,Probable Cause,,2.0,1985,8,TX,PEARLAND,Texas,TX
1862,20001214X37527,Accident,LAX85LA346,1985-08-09,United States,Non-Fatal,Substantial,N3359V,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,1.0,1.0,VMC,Probable Cause,,1.0,1985,8,CA,SANTA PAULA,California,CA
1863,20001214X37446,Accident,DEN85LA213,1985-08-09,United States,Non-Fatal,Substantial,N4941P,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,WY,RIVERTON,Wyoming,WY
1864,20001214X37485,Accident,FTW85LA314,1985-08-10,United States,Non-Fatal,Substantial,N1020D,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,4.0,VMC,Probable Cause,,0.0,1985,8,TX,FALFURRIAS,Texas,TX
1865,20001214X37589,Accident,MKC85LA186,1985-08-10,United States,Non-Fatal,Substantial,N98251,Cessna,172,No,1.0,Reciprocating,,Unknown,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,KS,HAYS,Kansas,KS
1866,20001214X37422,Accident,CHI85LA348,1985-08-11,United States,Non-Fatal,Substantial,N53264,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,MN,LITTLE FALLS,Minnesota,MN
1867,20001214X37418,Accident,CHI85LA343,1985-08-11,United States,Non-Fatal,Substantial,N49292,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,MI,MARLETTE,Michigan,MI
1868,20001214X37556,Accident,MIA85FA233B,1985-08-12,United States,Non-Fatal,Substantial,N4745B,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,FL,KISSIMMEE,Florida,FL
1869,20001214X37487,Accident,FTW85LA316,1985-08-12,United States,Non-Fatal,Substantial,N714DM,Cessna,150M,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,TX,MCALLEN,Texas,TX
1870,20001214X37488,Accident,FTW85LA318,1985-08-13,United States,Non-Fatal,Destroyed,N9912W,Piper,PA-28-140,No,1.0,Reciprocating,,Business,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,TX,MAY,Texas,TX
1871,20001214X37532,Accident,LAX85LA351,1985-08-14,United States,Non-Fatal,Substantial,N5259K,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,,0.0,1985,8,CA,SAINT HELENA,California,CA
1872,20001214X37490,Accident,FTW85LA320,1985-08-14,United States,Non-Fatal,Substantial,N738XZ,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,OK,SALLISAW,Oklahoma,OK
1873,20001214X37537,Accident,LAX85LA357,1985-08-15,United States,Non-Fatal,Substantial,N65748,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,AZ,GLENDALE,Arizona,AZ
1874,20001214X37497,Accident,FTW85LA327,1985-08-17,United States,Non-Fatal,Substantial,N714AE,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,TX,LUBBOCK,Texas,TX
1875,20001214X37656,Accident,SEA85LA216,1985-08-18,United States,Non-Fatal,Substantial,N49282,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,OR,INDEPENDENCE,Oregon,OR
1876,20001214X37650,Accident,SEA85LA199,1985-08-19,United States,Non-Fatal,Destroyed,N54016,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,ID,PRESTON,Idaho,ID
1877,20001214X37397,Accident,CHI85FA356,1985-08-19,United States,Fatal(1),Destroyed,N5146A,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,VMC,Probable Cause,,0.0,1985,8,MI,ROSE TOWNSHIP,Michigan,MI
1878,20001214X37544,Accident,LAX85LA364,1985-08-20,United States,Non-Fatal,Substantial,N4807B,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,IMC,Probable Cause,,0.0,1985,8,CA,MONTEREY,California,CA
1879,20001214X37539,Accident,LAX85LA359,1985-08-20,United States,Non-Fatal,Substantial,N6900S,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,8,CA,SAN JOSE,California,CA
1880,20001214X37456,Accident,DEN85LA226,1985-08-21,United States,Non-Fatal,Substantial,CGZSQ,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,ND,ROCKLAKE,North Dakota,ND
1881,20001214X37543,Accident,LAX85LA363,1985-08-22,United States,Non-Fatal,Substantial,N7338F,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,,0.0,1985,8,CA,TURLOCK,California,CA
1882,20001214X37545,Accident,LAX85LA365,1985-08-23,United States,Non-Fatal,Destroyed,N5422Q,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,CA,NEWPORT BEACH,California,CA
1883,20001214X37473,Accident,FTW85FQG02,1985-08-23,United States,Non-Fatal,Destroyed,N7401R,Piper,PA-28-140,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,8,TX,BIG SPRING,Texas,TX
1884,20001214X37547,Accident,LAX85LA367A,1985-08-25,United States,Non-Fatal,Substantial,N62868,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,6.0,VMC,Probable Cause,,0.0,1985,8,CA,GLENDALE,California,CA
1885,20001214X37548,Accident,LAX85LA369,1985-08-26,United States,Non-Fatal,Substantial,N67488,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,CA,GRASS VALLEY,California,CA
1886,20001214X37634,Accident,NYC85LA224,1985-08-28,United States,Non-Fatal,Destroyed,N4252J,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,1.0,0.0,3.0,VMC,Probable Cause,,1.0,1985,8,NY,CENTRAL SQUARE,New York,NY
1887,20001214X37461,Accident,DEN85LQA05,1985-08-30,United States,Non-Fatal,Substantial,N63258,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,8,NM,SANTA FE,New Mexico,NM
1888,20001214X37607,Accident,NYC85FA227,1985-08-31,United States,Fatal(2),Destroyed,N66190,Cessna,150M,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,,0.0,1985,8,VT,DANBY,Vermont,VT
1889,20001214X37601,Accident,MKC85LA202,1985-08-31,United States,Non-Fatal,Substantial,N64264,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,,2.0,1985,8,MO,KAHOKA,Missouri,MO
1890,20001214X37430,Accident,CHI85LA361,1985-08-31,United States,Non-Fatal,Substantial,N66550,Cessna,150M,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,8,IN,WABASH,Indiana,IN
1891,20001214X37909,Accident,SEA85LA206,1985-09-02,United States,Non-Fatal,Substantial,N24867,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,WA,LANGLEY,Washington,WA
1892,20001214X37770,Accident,DEN85LA237,1985-09-04,United States,Non-Fatal,Substantial,N52456,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,UT,MONUMENT VALLEY,Utah,UT
1893,20001214X37779,Accident,DEN85LTG08,1985-09-05,United States,Non-Fatal,Substantial,N8864N,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,9,ND,UNDERWOOD,North Dakota,ND
1894,20001214X37766,Accident,DEN85FTK03,1985-09-05,United States,Non-Fatal,Substantial,N69125,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,SD,TEA,South Dakota,SD
1895,20001214X37833,Accident,MIA85FA247A,1985-09-06,United States,Non-Fatal,Substantial,N6177K,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,,0.0,1985,9,FL,PENSACOLA,Florida,FL
1896,20001214X37742,Accident,CHI85LA371,1985-09-06,United States,Non-Fatal,Substantial,N54452,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,4.0,VMC,Probable Cause,,0.0,1985,9,MI,ANN ARBOR,Michigan,MI
1897,20001214X37865,Accident,MKC85LA211,1985-09-07,United States,Non-Fatal,Substantial,N2920E,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,2.0,2.0,VMC,Probable Cause,,2.0,1985,9,NE,BRIDGEPORT,Nebraska,NE
1898,20001214X37715,Accident,ATL85LMG07,1985-09-07,United States,Non-Fatal,Substantial,N737LH,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,SC,ANDERSON,South Carolina,SC
1899,20001214X37736,Accident,CHI85FEV03,1985-09-08,United States,Fatal(1),Destroyed,N6236E,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,VMC,Probable Cause,,0.0,1985,9,IL,SWEETWATER,Illinois,IL
1900,20001214X37866,Accident,MKC85LA212,1985-09-08,United States,Non-Fatal,Substantial,N67463,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,MO,ST. CHARLES,Missouri,MO
1901,20001214X37666,Accident,ANC85LA175,1985-09-08,United States,Non-Fatal,Substantial,N3657C,Cessna,180,No,1.0,Reciprocating,,Business,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,AK,FAREWELL,Alaska,AK
1902,20001214X37911,Accident,SEA85LA209,1985-09-09,United States,Non-Fatal,Substantial,N7694A,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,WA,ISSAQUAH,Washington,WA
1903,20001214X37845,Accident,MIA85LA250,1985-09-09,United States,Non-Fatal,Substantial,N25590,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,FL,OPA LOCKA,Florida,FL
1904,20001214X37815,Accident,LAX85LA388,1985-09-10,United States,Non-Fatal,Substantial,N5477B,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,CA,MODESTO,California,CA
1905,20001214X37867,Accident,MKC85LA214,1985-09-12,United States,Non-Fatal,Substantial,N5269Q,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,KS,OLATHE,Kansas,KS
1906,20001214X37881,Accident,NYC85FAMS1,1985-09-13,United States,Fatal(2),Destroyed,N1423E,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,VMC,Probable Cause,,0.0,1985,9,RI,BLOCK ISLAND,Rhode Island,RI
1907,20001214X37836,Accident,MIA85FA253B,1985-09-13,United States,Non-Fatal,,N757HM,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,FL,PANAMA CITY,Florida,FL
1908,20001214X37836,Accident,MIA85FA253A,1985-09-13,United States,Non-Fatal,Substantial,N4894B,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,FL,PANAMA CITY,Florida,FL
1909,20001214X37878,Accident,NYC85FA241,1985-09-14,United States,Fatal(1),Destroyed,N7188R,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,VMC,Probable Cause,,0.0,1985,9,NJ,HAMBURG,New Jersey,NJ
1910,20001214X37669,Accident,ANC85LA178,1985-09-14,United States,Non-Fatal,Substantial,N2490C,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,AK,TUTNA LAKE,Alaska,AK
1911,20001214X37869,Accident,MKC85LA216,1985-09-15,United States,Non-Fatal,Substantial,N61624,Cessna,172M,No,1.0,Reciprocating,,Personal,0.0,0.0,4.0,VMC,Probable Cause,,0.0,1985,9,KS,EMPORIA,Kansas,KS
1912,20001214X37846,Accident,MIA85LA255,1985-09-15,United States,Non-Fatal,Substantial,N89989,Cessna,172P,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,FL,WESLEY CHAPEL,Florida,FL
1913,20001214X37890,Accident,NYC85LA242,1985-09-17,United States,Non-Fatal,Destroyed,N738SA,Cessna,172,No,1.0,Reciprocating,,Instructional,2.0,0.0,0.0,VMC,Probable Cause,,2.0,1985,9,MA,WARE,Massachusetts,MA
1914,20001214X37672,Accident,ANC85LA181,1985-09-19,United States,Non-Fatal,Substantial,N6951A,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,AK,SHIRLEYVILLE,Alaska,AK
1915,20001214X37825,Accident,LAX85LA399,1985-09-21,United States,Non-Fatal,Substantial,N45382,Cessna,150M,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,CA,SELMA,California,CA
1916,20001214X37824,Accident,LAX85LA398,1985-09-21,United States,Non-Fatal,Substantial,N4840G,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,4.0,0.0,VMC,Probable Cause,,4.0,1985,9,CA,HUNTINGTON BCH,California,CA
1917,20001214X37791,Accident,FTW85LA352,1985-09-21,United States,Non-Fatal,Substantial,N93729,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,IMC,Probable Cause,,0.0,1985,9,TX,LUBBOCK,Texas,TX
1918,20001214X37685,Accident,ATL85FA280,1985-09-21,United States,Fatal(1),Substantial,N2858E,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,,2.0,1985,9,TN,HALLS,Tennessee,TN
1919,20001214X37920,Accident,SEA85LA222,1985-09-22,United States,Non-Fatal,Substantial,N8062V,Cessna,180,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,OR,KLAMATH FALLS,Oregon,OR
1920,20001214X37691,Accident,ATL85FKG12,1985-09-22,United States,Non-Fatal,Substantial,N5227K,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,AL,BIRMINGHAM,Alabama,AL
1921,20001214X37688,Accident,ATL85FAMS2,1985-09-23,United States,Fatal(3),Destroyed,N1785J,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,IMC,Probable Cause,,0.0,1985,9,MS,GULFPORT,Mississippi,MS
1922,20001214X37923,Accident,SEA85LA226,1985-09-24,United States,Non-Fatal,Substantial,N52202,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,9,NV,FERNLY,Nevada,NV
1923,20001214X37852,Accident,MIA85LA263,1985-09-24,United States,Non-Fatal,Substantial,N63200,Cessna,150M,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,,2.0,1985,9,FL,PAHOKEE,Florida,FL
1924,20001214X37851,Accident,MIA85LA262,1985-09-24,United States,Non-Fatal,Substantial,N4688D,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,FL,HOLLYWOOD,Florida,FL
1925,20001214X37901,Accident,NYC85LA257,1985-09-25,United States,Non-Fatal,Substantial,N54103,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,ME,CANADA FALLS LK,Maine,ME
1926,20001214X37831,Accident,LAX85LA406,1985-09-25,United States,Non-Fatal,Substantial,N64981,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,CA,CONCORD,California,CA
1927,20001214X37754,Accident,CHI85LA387,1985-09-28,United States,Non-Fatal,Substantial,N3025S,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,MI,HASTINGS,Michigan,MI
1928,20001214X37900,Accident,NYC85LA255,1985-09-29,United States,Non-Fatal,Destroyed,N6135P,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,NY,DANSVILLE,New York,NY
1929,20001214X37895,Accident,NYC85LA250,1985-09-29,United States,Non-Fatal,Substantial,N6120M,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,9,NY,GALWAY,New York,NY
1930,20001214X37755,Accident,CHI85LA388,1985-09-29,United States,Non-Fatal,Substantial,N24278,Cessna,152,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,9,OH,DELTA,Ohio,OH
1931,20001214X37882,Accident,NYC85FHJ04,1985-09-30,United States,Non-Fatal,Substantial,N6525J,Cessna,172,No,1.0,Reciprocating,,Instructional,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,9,NY,MONTAUK,New York,NY
1932,20001214X38038,Accident,FTW86MA001B,1985-10-01,United States,Fatal(5),Destroyed,N5522L,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,0.0,VMC,Probable Cause,,0.0,1985,10,TX,DALLAS,Texas,TX
1933,20001214X37941,Accident,ATL86FA001,1985-10-01,United States,Fatal(2),Destroyed,N2765U,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,0.0,VMC,Probable Cause,,0.0,1985,10,NC,CHAPEL HILL,North Carolina,NC
1934,20001214X38150,Accident,SEA86LA001,1985-10-01,United States,Non-Fatal,Substantial,N53432,Cessna,172P,No,1.0,Reciprocating,,Personal,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,10,NV,WINNEMUCCA,Nevada,NV
1935,20001214X37977,Accident,CHI86LA001,1985-10-01,United States,Non-Fatal,Substantial,N5331P,Cessna,152,No,1.0,Reciprocating,,Instructional,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,10,OH,RAVENNA,Ohio,OH
1936,20001214X37978,Accident,CHI86LA002,1985-10-02,United States,Non-Fatal,Substantial,N52142,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,0.0,2.0,VMC,Probable Cause,,0.0,1985,10,WI,CRIVITZ,Wisconsin,WI
1937,20001214X38104,Accident,MKC86LA001,1985-10-03,United States,Non-Fatal,Substantial,N8047N,Piper,PA-28-140,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,,0.0,1985,10,MO,KANSAS CITY,Missouri,MO
1938,20001214X38023,Accident,FTW86LA002,1985-10-03,United States,Non-Fatal,Substantial,N67803,Cessna,152,No,1.0,Reciprocating,,Other Work Use,0.0,0.0,1.0,VMC,Probable Cause,,0.0,1985,10,LA,LAKE CHARLES,Louisiana,LA
1939,20001214X37961,Accident,ATL86LLQ01,1985-10-03,United States,Non-Fatal,Substantial,N20273,Cessna,172,No,1.0,Reciprocating,,Business,0.0,2.0,0.0,IMC,Probable Cause,,2.0,1985,10,KY,LONDON,Kentucky,KY
1940,20001214X38154,Accident,SEA86LA006,1985-10-04,United States,Non-Fatal,Substantial,N2867Q,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,1.0,0.0,VMC,Probable Cause,,1.0,1985,10,ID,EMMETT,Idaho,ID
1941,20001214X37966,Accident,BFO86LA001,1985-10-04,United States,Non-Fatal,Substantial,N4691G,Cessna,172N,No,1.0,Reciprocating,,Personal,0.0,0.0,3.0,VMC,Probable Cause,,0.0,1985,10,MD,ANNAPOLIS,Maryland,MD
1942,20001214X38151,Accident,SEA86LA002,1985-10-05,United States,Non-Fatal,Destroyed,N5584E,Cessna,150,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,,2.0,1985,10,WA,FALL CITY,Washington,WA
1943,20001214X38105,Accident,MKC86LA003,1985-10-05,United States,Non-Fatal,Substantial,N4016F,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,1.0,1.0,VMC,Probable Cause,,1.0,1985,10,MO,GUILFORD,Missouri,MO
1944,20001214X38153,Accident,SEA86LA005,1985-10-06,United States,Non-Fatal,Destroyed,N7798X,Cessna,172,No,1.0,Reciprocating,,Personal,0.0,2.0,0.0,VMC,Probable Cause,,2.0,1985,10,OR,MEDFORD,Oregon,OR
